t,IMU0_ax,IMU0_ay,IMU0_az,IMU0_gx,IMU0_gy,IMU0_gz,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz
2025-11-13T04:43:54.106435,0.481000,0.107000,0.947000,1.328000,6.137000,4.206000,0.030000,-0.368000,1.041000,-0.244000,3.924000,3.412000,1.003000,0.093000,-0.195000,5.595000,3.038000,3.214000,0.856000,0.184000,0.557000,-4.595000,5.137000,5.206000,0.549000,0.099000,0.862000,2.305000,-3.015000,8.214000
2025-11-13T04:43:54.106606,0.427000,0.096000,0.921000,3.878000,4.435000,4.450000,0.016000,-0.369000,1.036000,0.443000,4.679000,3.038000,0.983000,0.092000,-0.177000,4.901000,5.702000,3.069000,0.834000,0.183000,0.555000,-4.588000,5.542000,6.496000,0.584000,0.127000,0.794000,-0.595000,6.382000,6.053000
2025-11-13T04:43:54.106708,0.456000,0.106000,0.943000,1.351000,9.924000,3.992000,0.002000,-0.368000,1.041000,0.794000,6.214000,2.748000,0.967000,0.079000,-0.183000,4.260000,4.534000,3.565000,0.823000,0.175000,0.555000,-5.427000,5.580000,5.969000,0.576000,0.122000,0.801000,1.023000,6.519000,6.634000
2025-11-13T04:43:54.106800,0.445000,0.097000,0.944000,0.855000,8.061000,4.489000,-0.013000,-0.367000,1.039000,0.641000,5.954000,1.565000,0.954000,0.076000,-0.177000,3.740000,3.885000,4.099000,0.821000,0.166000,0.551000,-5.832000,4.481000,6.214000,0.564000,0.121000,0.812000,-0.824000,5.206000,5.771000
2025-11-13T04:43:54.118741,0.445000,0.091000,0.911000,-1.504000,-0.496000,-2.550000,0.008000,-0.361000,1.023000,-2.198000,0.450000,-5.534000,0.950000,0.081000,-0.172000,-1.664000,-4.092000,1.611000,0.805000,0.169000,0.534000,-6.771000,-3.985000,-0.626000,0.568000,0.113000,0.767000,-0.198000,-3.115000,-1.748000
2025-11-13T04:43:54.118843,0.447000,0.089000,0.904000,-0.153000,0.038000,-2.893000,0.016000,-0.364000,1.023000,-1.267000,-0.466000,-4.962000,0.946000,0.084000,-0.169000,-2.198000,-3.160000,-0.130000,0.813000,0.167000,0.529000,-5.649000,-2.534000,-2.313000,0.578000,0.104000,0.759000,2.008000,-2.336000,-2.779000
2025-11-13T04:43:54.118946,0.445000,0.087000,0.907000,1.863000,0.366000,-3.061000,0.012000,-0.361000,1.039000,-0.328000,-1.031000,-3.603000,0.950000,0.081000,-0.178000,-2.458000,-2.084000,-2.450000,0.817000,0.170000,0.525000,-4.473000,-1.397000,-3.290000,0.579000,0.116000,0.779000,4.176000,-2.099000,-3.092000
2025-11-13T04:43:54.119037,0.447000,0.093000,0.915000,3.924000,0.336000,-3.374000,0.002000,-0.359000,1.041000,0.489000,-2.305000,-4.107000,0.951000,0.083000,-0.174000,-2.084000,-2.191000,-3.771000,0.818000,0.165000,0.540000,-3.534000,-1.160000,-3.855000,0.576000,0.115000,0.783000,5.321000,-2.382000,-3.160000
2025-11-13T04:43:54.346484,0.436000,0.103000,0.938000,4.779000,-1.168000,-3.397000,-0.005000,-0.360000,1.031000,1.153000,-3.183000,-3.969000,0.960000,0.080000,-0.166000,-2.221000,-3.198000,-3.847000,0.816000,0.172000,0.551000,-3.641000,-2.924000,-4.603000,0.569000,0.125000,0.817000,3.786000,-3.221000,-4.870000
2025-11-13T04:43:54.346595,0.437000,0.094000,0.935000,4.527000,-0.969000,-4.130000,0.001000,-0.361000,1.034000,1.496000,-3.336000,-4.687000,0.978000,0.085000,-0.154000,-3.397000,-2.664000,-3.832000,0.817000,0.176000,0.569000,-4.618000,-2.298000,-5.481000,0.578000,0.117000,0.804000,2.695000,-2.298000,-4.977000
2025-11-13T04:43:54.346685,0.438000,0.100000,0.945000,4.115000,-0.061000,-4.855000,0.005000,-0.360000,1.033000,2.405000,-1.779000,-4.885000,0.989000,0.073000,-0.170000,-4.733000,-0.840000,-3.458000,0.834000,0.167000,0.560000,-5.489000,-1.237000,-5.611000,0.586000,0.125000,0.810000,3.267000,-0.924000,-5.534000
2025-11-13T04:43:54.346785,0.447000,0.106000,0.948000,3.756000,1.313000,-5.641000,0.005000,-0.355000,1.037000,3.763000,-1.130000,-4.878000,0.995000,0.070000,-0.174000,-4.122000,0.328000,-3.000000,0.840000,0.170000,0.573000,-5.702000,0.649000,-5.176000,0.589000,0.133000,0.833000,1.153000,0.244000,-5.542000
2025-11-13T04:43:54.476472,0.438000,0.114000,0.977000,1.282000,2.977000,-4.015000,-0.017000,-0.352000,1.067000,1.664000,1.290000,-3.557000,0.988000,0.066000,-0.169000,-3.298000,0.832000,0.031000,0.832000,0.166000,0.583000,-7.626000,0.664000,-2.817000,0.565000,0.116000,0.831000,-0.382000,-0.099000,-3.534000
2025-11-13T04:43:54.476597,0.422000,0.101000,0.969000,-0.191000,2.710000,-4.008000,-0.020000,-0.358000,1.062000,1.191000,1.221000,-4.870000,0.978000,0.073000,-0.156000,-3.786000,-0.076000,0.748000,0.812000,0.169000,0.579000,-7.733000,0.160000,-3.198000,0.556000,0.118000,0.815000,-0.908000,-0.267000,-4.832000
2025-11-13T04:43:54.476688,0.419000,0.097000,0.949000,-0.023000,2.504000,-5.122000,-0.008000,-0.361000,1.058000,1.267000,1.481000,-4.992000,0.976000,0.082000,-0.146000,-4.748000,-0.191000,0.153000,0.808000,0.167000,0.577000,-8.603000,-0.626000,-4.542000,0.568000,0.113000,0.801000,0.191000,0.282000,-5.664000
2025-11-13T04:43:54.476786,0.427000,0.089000,0.937000,1.160000,2.336000,-6.107000,-0.006000,-0.366000,1.053000,1.656000,1.634000,-4.534000,0.986000,0.074000,-0.169000,-5.794000,1.214000,-1.336000,0.828000,0.157000,0.563000,-8.061000,0.702000,-5.565000,0.573000,0.110000,0.802000,1.443000,0.779000,-6.458000
2025-11-13T04:43:54.886664,0.463000,0.120000,0.959000,1.855000,4.015000,-5.153000,0.014000,-0.350000,1.070000,2.099000,2.527000,-3.824000,0.991000,0.077000,-0.188000,-4.176000,2.382000,-0.748000,0.847000,0.182000,0.567000,-7.824000,2.282000,-3.397000,0.601000,0.140000,0.833000,-0.290000,2.198000,-4.153000
2025-11-13T04:43:54.886822,0.460000,0.127000,0.967000,0.809000,3.947000,-4.282000,0.020000,-0.357000,1.064000,1.145000,2.832000,-3.634000,0.993000,0.077000,-0.186000,-3.832000,1.771000,0.595000,0.843000,0.186000,0.567000,-9.198000,1.191000,-2.275000,0.594000,0.134000,0.826000,-1.489000,1.565000,-3.389000
2025-11-13T04:43:54.886926,0.458000,0.120000,0.971000,-1.069000,4.427000,-3.359000,0.010000,-0.354000,1.060000,0.290000,3.985000,-2.817000,0.993000,0.073000,-0.170000,-3.534000,2.031000,2.115000,0.836000,0.178000,0.573000,-9.939000,1.611000,-1.366000,0.584000,0.124000,0.814000,-2.389000,1.786000,-2.679000
2025-11-13T04:43:54.887024,0.447000,0.109000,0.949000,-2.565000,4.458000,-3.023000,-0.001000,-0.357000,1.045000,-0.198000,4.809000,-2.870000,0.984000,0.073000,-0.171000,-3.534000,2.855000,2.962000,0.830000,0.172000,0.562000,-10.298000,2.237000,-1.008000,0.574000,0.119000,0.805000,-2.649000,2.550000,-2.710000
2025-11-13T04:43:55.146431,0.430000,0.098000,0.932000,-3.489000,4.076000,-2.260000,0.001000,-0.366000,1.036000,-1.260000,4.557000,-2.321000,0.981000,0.091000,-0.150000,-1.969000,0.847000,4.321000,0.808000,0.177000,0.566000,-10.267000,1.458000,-0.389000,0.568000,0.117000,0.789000,-3.099000,1.786000,-3.237000
2025-11-13T04:43:55.146598,0.437000,0.097000,0.924000,-2.221000,5.046000,-4.122000,0.008000,-0.367000,1.035000,0.779000,4.786000,-2.901000,0.964000,0.094000,-0.165000,-3.664000,2.504000,3.069000,0.821000,0.176000,0.546000,-9.878000,2.573000,-2.183000,0.579000,0.117000,0.787000,-2.267000,2.985000,-4.908000
2025-11-13T04:43:55.146690,0.451000,0.095000,0.925000,-0.313000,5.519000,-5.122000,0.017000,-0.364000,1.057000,1.786000,4.076000,-2.290000,0.964000,0.082000,-0.182000,-3.878000,3.206000,0.992000,0.835000,0.169000,0.537000,-8.786000,2.496000,-2.702000,0.596000,0.116000,0.794000,-0.794000,2.298000,-5.076000
2025-11-13T04:43:55.146789,0.468000,0.104000,0.945000,0.901000,4.260000,-4.626000,0.016000,-0.361000,1.070000,1.313000,3.191000,-1.473000,0.960000,0.068000,-0.212000,-2.924000,2.626000,-0.168000,0.851000,0.168000,0.533000,-7.359000,1.664000,-2.130000,0.610000,0.123000,0.799000,-0.115000,0.832000,-3.809000
2025-11-13T04:43:55.148793,0.451000,0.110000,0.940000,1.611000,6.450000,2.000000,0.013000,-0.357000,1.047000,0.656000,2.870000,3.237000,0.973000,0.082000,-0.174000,2.756000,3.473000,0.282000,0.831000,0.175000,0.558000,-4.137000,3.779000,2.420000,0.588000,0.128000,0.809000,1.550000,4.107000,2.061000
2025-11-13T04:43:55.148908,0.450000,0.110000,0.942000,1.221000,6.481000,1.931000,0.015000,-0.356000,1.051000,0.557000,3.038000,3.656000,0.972000,0.074000,-0.178000,2.672000,3.695000,0.344000,0.833000,0.170000,0.550000,-4.489000,3.802000,2.748000,0.588000,0.127000,0.801000,1.206000,3.992000,2.336000
2025-11-13T04:43:55.149000,0.457000,0.109000,0.938000,1.359000,6.878000,2.290000,0.011000,-0.352000,1.058000,0.740000,2.733000,4.168000,0.967000,0.073000,-0.168000,3.427000,3.504000,0.573000,0.823000,0.169000,0.551000,-4.282000,4.031000,3.229000,0.584000,0.123000,0.800000,1.221000,3.550000,3.183000
2025-11-13T04:43:55.149100,0.452000,0.109000,0.947000,1.252000,6.389000,3.366000,0.001000,-0.347000,1.056000,0.038000,2.771000,4.168000,0.964000,0.065000,-0.171000,3.740000,3.267000,0.282000,0.823000,0.167000,0.551000,-3.756000,3.122000,4.084000,0.576000,0.121000,0.804000,1.618000,2.832000,4.191000
2025-11-13T04:43:55.646435,0.420000,0.108000,0.948000,0.191000,4.985000,4.374000,-0.022000,-0.344000,1.042000,-1.458000,1.580000,3.214000,0.968000,0.082000,-0.138000,4.924000,0.313000,2.168000,0.789000,0.176000,0.579000,-4.145000,1.756000,4.588000,0.541000,0.131000,0.812000,-0.076000,1.664000,4.084000
2025-11-13T04:43:55.646566,0.396000,0.109000,0.943000,-0.168000,4.985000,3.176000,-0.021000,-0.344000,1.039000,-1.000000,1.855000,1.695000,0.967000,0.098000,-0.122000,3.450000,0.534000,2.107000,0.776000,0.179000,0.582000,-5.198000,1.031000,2.817000,0.526000,0.127000,0.810000,-0.191000,1.763000,1.786000
2025-11-13T04:43:55.646657,0.391000,0.108000,0.935000,0.122000,4.977000,1.191000,-0.016000,-0.344000,1.033000,0.229000,2.145000,0.901000,0.970000,0.103000,-0.127000,1.008000,1.366000,1.702000,0.779000,0.183000,0.578000,-5.931000,1.794000,0.557000,0.533000,0.132000,0.806000,0.321000,2.176000,-0.710000
2025-11-13T04:43:55.646755,0.404000,0.114000,0.924000,0.489000,5.031000,-1.328000,-0.012000,-0.343000,1.039000,1.099000,1.527000,-0.458000,0.964000,0.101000,-0.127000,-0.519000,1.969000,0.527000,0.792000,0.182000,0.572000,-6.626000,2.076000,-1.313000,0.549000,0.131000,0.801000,0.893000,1.954000,-2.084000
2025-11-13T04:43:55.763771,0.452000,0.143000,0.971000,-3.481000,11.137000,2.481000,0.012000,-0.325000,1.087000,-0.366000,9.748000,4.427000,1.002000,0.094000,-0.159000,3.160000,7.382000,6.702000,0.834000,0.197000,0.583000,-9.443000,7.939000,6.779000,0.581000,0.147000,0.830000,-3.305000,8.397000,4.916000
2025-11-13T04:43:55.763892,0.446000,0.138000,0.969000,-4.389000,11.412000,3.153000,0.001000,-0.328000,1.073000,-0.786000,9.931000,3.985000,0.989000,0.089000,-0.144000,3.519000,7.443000,7.275000,0.811000,0.190000,0.588000,-9.908000,7.992000,7.290000,0.560000,0.149000,0.825000,-3.244000,8.366000,5.595000
2025-11-13T04:43:55.763983,0.420000,0.133000,0.944000,-4.588000,11.481000,3.069000,-0.002000,-0.323000,1.056000,-0.626000,10.145000,3.313000,0.970000,0.092000,-0.135000,3.511000,6.748000,7.817000,0.786000,0.188000,0.580000,-9.924000,7.870000,6.901000,0.536000,0.141000,0.812000,-3.214000,8.832000,4.863000
2025-11-13T04:43:55.764081,0.397000,0.123000,0.932000,-4.206000,11.542000,2.557000,-0.015000,-0.325000,1.034000,0.145000,10.031000,3.672000,0.965000,0.104000,-0.114000,2.702000,7.061000,6.931000,0.772000,0.182000,0.581000,-10.145000,8.267000,5.344000,0.517000,0.138000,0.806000,-3.260000,8.771000,3.473000
