t,IMU0_ax,IMU0_ay,IMU0_az,IMU0_gx,IMU0_gy,IMU0_gz,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz
2025-11-13T04:28:38.474225,-0.317000,0.353000,0.934000,-3.847000,13.672000,1.427000,-0.325000,0.421000,0.981000,3.076000,10.344000,4.122000,0.663000,0.185000,0.872000,-0.412000,7.359000,7.221000,0.102000,0.062000,0.986000,-10.336000,5.908000,5.779000,-0.098000,0.179000,0.964000,-4.290000,6.840000,3.641000
2025-11-13T04:28:38.474431,-0.336000,0.357000,0.930000,-3.534000,10.595000,1.275000,-0.318000,0.423000,0.996000,1.412000,7.855000,4.053000,0.647000,0.184000,0.868000,0.061000,5.046000,4.947000,0.094000,0.065000,0.965000,-8.443000,2.710000,4.191000,-0.100000,0.179000,0.963000,-2.389000,3.260000,2.634000
2025-11-13T04:28:38.474524,-0.324000,0.351000,0.925000,-2.282000,6.405000,1.351000,-0.329000,0.424000,1.013000,-1.214000,4.656000,2.893000,0.643000,0.180000,0.845000,0.962000,0.802000,3.412000,0.103000,0.067000,0.968000,-6.275000,-0.565000,3.214000,-0.086000,0.176000,0.956000,-0.756000,-0.183000,2.374000
2025-11-13T04:28:38.474613,-0.317000,0.355000,0.925000,-1.664000,2.527000,2.168000,-0.329000,0.420000,0.999000,-4.267000,1.137000,1.687000,0.652000,0.179000,0.861000,2.053000,-3.115000,2.863000,0.108000,0.066000,0.979000,-5.550000,-4.130000,2.282000,-0.085000,0.180000,0.981000,-0.015000,-3.611000,2.252000
2025-11-13T04:28:38.491175,-0.294000,0.347000,0.909000,-2.725000,2.695000,-0.008000,-0.288000,0.407000,0.921000,-1.878000,4.084000,0.656000,0.735000,0.179000,0.895000,-0.542000,0.412000,3.969000,0.153000,0.071000,1.008000,-8.939000,0.634000,2.550000,-0.046000,0.189000,0.986000,-3.435000,2.168000,1.489000
2025-11-13T04:28:38.491294,-0.284000,0.354000,0.926000,-2.611000,6.382000,-0.641000,-0.294000,0.401000,0.914000,0.695000,7.176000,1.107000,0.714000,0.173000,0.886000,-1.427000,3.473000,5.885000,0.150000,0.071000,0.993000,-10.122000,3.298000,3.931000,-0.052000,0.187000,0.970000,-4.290000,4.962000,2.435000
2025-11-13T04:28:38.491387,-0.279000,0.361000,0.921000,-3.855000,9.511000,-0.145000,-0.284000,0.408000,0.924000,3.328000,8.863000,1.878000,0.690000,0.172000,0.866000,-1.107000,5.878000,6.267000,0.133000,0.067000,0.973000,-10.695000,4.183000,4.756000,-0.067000,0.177000,0.951000,-4.382000,6.000000,2.786000
2025-11-13T04:28:38.491478,-0.291000,0.344000,0.903000,-3.809000,10.954000,0.489000,-0.288000,0.420000,0.948000,4.076000,8.519000,4.198000,0.663000,0.167000,0.858000,-0.298000,7.008000,5.229000,0.121000,0.057000,0.952000,-8.931000,5.267000,4.702000,-0.077000,0.166000,0.925000,-2.298000,6.229000,2.802000
2025-11-13T04:28:38.553825,-0.312000,0.332000,0.876000,1.527000,8.389000,2.389000,-0.323000,0.424000,0.968000,3.893000,2.290000,4.855000,0.628000,0.172000,0.846000,4.336000,4.031000,0.099000,0.091000,0.060000,0.956000,-2.344000,3.908000,2.420000,-0.113000,0.172000,0.938000,3.992000,3.344000,2.214000
2025-11-13T04:28:38.553934,-0.323000,0.339000,0.896000,4.458000,6.099000,3.748000,-0.323000,0.423000,0.971000,2.656000,-1.511000,4.824000,0.636000,0.187000,0.884000,4.092000,1.206000,-1.641000,0.079000,0.065000,0.984000,-1.817000,2.260000,0.069000,-0.108000,0.183000,0.964000,4.641000,1.954000,0.092000
2025-11-13T04:28:38.554041,-0.344000,0.354000,0.923000,5.305000,4.038000,2.458000,-0.315000,0.420000,0.955000,1.359000,-2.855000,3.130000,0.667000,0.186000,0.882000,3.221000,-0.229000,-3.053000,0.107000,0.069000,0.984000,-1.000000,1.481000,-0.809000,-0.089000,0.186000,0.973000,5.305000,0.321000,-0.641000
2025-11-13T04:28:38.554133,-0.334000,0.365000,0.931000,4.718000,1.618000,0.420000,-0.311000,0.421000,0.956000,1.580000,-2.672000,2.099000,0.679000,0.181000,0.876000,3.099000,0.023000,-4.031000,0.116000,0.067000,0.995000,-0.611000,-0.176000,-1.000000,-0.075000,0.187000,0.980000,5.298000,-0.214000,-0.405000
2025-11-13T04:28:38.664217,-0.309000,0.372000,0.932000,3.511000,4.489000,1.053000,-0.292000,0.420000,0.937000,2.496000,-0.336000,2.832000,0.710000,0.192000,0.885000,1.931000,0.985000,-0.702000,0.138000,0.083000,1.010000,-3.924000,2.252000,0.267000,-0.066000,0.201000,1.001000,2.229000,3.092000,-0.328000
2025-11-13T04:28:38.664320,-0.313000,0.376000,0.944000,2.153000,6.115000,-0.672000,-0.289000,0.420000,0.945000,3.718000,1.954000,2.557000,0.709000,0.193000,0.886000,0.931000,2.870000,0.443000,0.139000,0.082000,1.013000,-5.069000,3.061000,1.038000,-0.062000,0.198000,0.990000,1.168000,3.924000,0.603000
2025-11-13T04:28:38.664428,-0.305000,0.372000,0.941000,0.397000,6.557000,-1.252000,-0.286000,0.428000,0.957000,3.893000,3.687000,3.519000,0.700000,0.184000,0.875000,0.885000,4.397000,1.443000,0.136000,0.077000,1.002000,-5.740000,3.489000,2.198000,-0.063000,0.202000,0.978000,0.687000,3.786000,1.565000
2025-11-13T04:28:38.664518,-0.292000,0.370000,0.925000,-0.252000,7.328000,-0.466000,-0.294000,0.426000,0.959000,4.878000,3.588000,3.634000,0.686000,0.186000,0.869000,1.855000,4.008000,1.802000,0.130000,0.077000,0.986000,-4.809000,3.603000,2.824000,-0.070000,0.193000,0.963000,1.481000,3.962000,2.260000
2025-11-13T04:28:38.785267,-0.307000,0.356000,0.923000,3.359000,8.092000,1.198000,-0.303000,0.434000,0.985000,4.450000,1.267000,4.740000,0.677000,0.185000,0.871000,2.397000,3.229000,0.145000,0.119000,0.075000,0.994000,-3.664000,3.015000,1.496000,-0.080000,0.188000,0.974000,2.069000,3.168000,0.908000
2025-11-13T04:28:38.785393,-0.312000,0.361000,0.926000,2.779000,6.634000,1.519000,-0.312000,0.431000,0.988000,1.824000,1.214000,2.893000,0.677000,0.182000,0.873000,2.435000,1.221000,0.489000,0.117000,0.070000,0.985000,-3.336000,1.924000,1.336000,-0.084000,0.186000,0.982000,1.916000,2.168000,0.794000
2025-11-13T04:28:38.785503,-0.313000,0.365000,0.937000,2.069000,5.176000,2.275000,-0.306000,0.433000,0.973000,0.427000,0.954000,2.687000,0.686000,0.186000,0.879000,2.427000,0.817000,0.252000,0.126000,0.071000,1.008000,-3.687000,0.626000,1.634000,-0.076000,0.189000,0.988000,1.878000,1.099000,1.214000
2025-11-13T04:28:38.785594,-0.322000,0.361000,0.939000,1.557000,4.687000,1.969000,-0.304000,0.429000,0.972000,-1.153000,1.748000,2.542000,0.695000,0.184000,0.884000,2.176000,0.847000,0.718000,0.132000,0.068000,1.008000,-4.237000,0.641000,1.664000,-0.073000,0.189000,0.997000,1.458000,1.489000,1.466000
