t,IMU0_ax,IMU0_ay,IMU0_az,IMU0_gx,IMU0_gy,IMU0_gz,IMU1_ax,IMU1_ay,IMU1_az,IMU1_gx,IMU1_gy,IMU1_gz,IMU2_ax,IMU2_ay,IMU2_az,IMU2_gx,IMU2_gy,IMU2_gz,IMU3_ax,IMU3_ay,IMU3_az,IMU3_gx,IMU3_gy,IMU3_gz,IMU4_ax,IMU4_ay,IMU4_az,IMU4_gx,IMU4_gy,IMU4_gz
2025-11-13T04:38:25.064239,0.326000,0.599000,0.745000,0.695000,6.389000,-3.954000,-0.233000,0.216000,1.026000,3.038000,4.229000,-0.237000,0.810000,0.542000,-0.070000,-4.076000,2.962000,0.198000,0.802000,0.542000,0.189000,-9.344000,3.588000,-2.626000,0.598000,0.599000,0.484000,-1.084000,3.397000,-3.931000
2025-11-13T04:38:25.064419,0.322000,0.589000,0.750000,0.038000,5.695000,-4.580000,-0.244000,0.215000,1.026000,3.939000,3.954000,-1.748000,0.794000,0.531000,-0.075000,-3.824000,2.130000,0.168000,0.793000,0.531000,0.178000,-9.359000,2.046000,-2.366000,0.596000,0.593000,0.486000,-0.794000,1.664000,-3.634000
2025-11-13T04:38:25.064543,0.322000,0.584000,0.740000,0.244000,4.305000,-4.191000,-0.229000,0.216000,1.041000,3.588000,2.870000,-2.290000,0.798000,0.528000,-0.075000,-3.122000,1.053000,-0.336000,0.802000,0.530000,0.173000,-8.481000,0.710000,-2.321000,0.602000,0.586000,0.484000,0.015000,0.771000,-3.489000
2025-11-13T04:38:25.064634,0.328000,0.579000,0.734000,0.924000,3.389000,-3.901000,-0.224000,0.211000,1.037000,2.061000,1.924000,-2.176000,0.793000,0.520000,-0.082000,-2.511000,0.344000,-0.702000,0.794000,0.525000,0.173000,-8.275000,0.489000,-2.573000,0.599000,0.585000,0.486000,0.237000,-0.206000,-3.412000
2025-11-13T04:38:25.065363,0.336000,0.589000,0.749000,3.321000,2.985000,-4.412000,-0.233000,0.208000,1.045000,4.405000,1.321000,-1.542000,0.828000,0.552000,-0.059000,-4.115000,0.511000,-2.718000,0.829000,0.550000,0.193000,-8.237000,1.198000,-5.206000,0.620000,0.610000,0.507000,1.237000,0.534000,-5.718000
2025-11-13T04:38:25.065463,0.338000,0.598000,0.766000,3.023000,3.344000,-5.687000,-0.235000,0.206000,1.047000,5.336000,1.466000,-2.466000,0.830000,0.544000,-0.082000,-5.466000,0.145000,-2.145000,0.832000,0.554000,0.183000,-9.611000,0.733000,-4.962000,0.631000,0.620000,0.510000,-0.267000,-0.511000,-6.359000
2025-11-13T04:38:25.065566,0.344000,0.612000,0.779000,1.779000,2.450000,-6.435000,-0.210000,0.212000,1.083000,4.557000,2.176000,-1.695000,0.847000,0.555000,-0.102000,-5.786000,-0.977000,-1.962000,0.862000,0.557000,0.175000,-10.260000,0.206000,-4.565000,0.663000,0.625000,0.508000,-1.038000,-0.641000,-5.947000
2025-11-13T04:38:25.065657,0.382000,0.623000,0.782000,1.168000,2.305000,-6.870000,-0.227000,0.219000,1.112000,2.618000,2.275000,-2.046000,0.861000,0.547000,-0.115000,-5.985000,0.282000,-0.290000,0.881000,0.558000,0.163000,-10.145000,0.840000,-3.260000,0.679000,0.625000,0.506000,-1.359000,-0.099000,-4.275000
2025-11-13T04:38:25.188944,0.395000,0.610000,0.768000,-1.763000,-1.214000,-2.519000,-0.197000,0.207000,1.115000,-2.000000,-0.397000,-3.595000,0.866000,0.558000,-0.116000,-2.565000,-4.252000,1.809000,0.894000,0.562000,0.151000,-8.954000,-2.725000,-0.084000,0.698000,0.619000,0.495000,-2.206000,-1.939000,-1.557000
2025-11-13T04:38:25.189053,0.414000,0.617000,0.776000,-1.366000,0.473000,-2.802000,-0.211000,0.200000,1.081000,-1.313000,0.527000,-3.840000,0.868000,0.558000,-0.130000,-3.046000,-1.847000,2.275000,0.894000,0.562000,0.150000,-9.069000,-1.122000,-0.053000,0.693000,0.619000,0.502000,-2.466000,-0.840000,-1.504000
2025-11-13T04:38:25.189163,0.411000,0.617000,0.782000,-1.664000,2.176000,-2.885000,-0.203000,0.196000,1.090000,1.321000,2.489000,-4.130000,0.872000,0.551000,-0.135000,-2.481000,0.000000,2.168000,0.888000,0.556000,0.150000,-9.038000,-0.221000,0.687000,0.697000,0.610000,0.498000,-2.763000,0.023000,-1.374000
2025-11-13T04:38:25.189273,0.404000,0.612000,0.776000,-2.237000,3.000000,-2.824000,-0.201000,0.202000,1.113000,0.573000,3.382000,-4.359000,0.870000,0.543000,-0.128000,-3.031000,0.931000,3.588000,0.889000,0.551000,0.149000,-9.626000,0.725000,1.466000,0.693000,0.610000,0.496000,-3.679000,1.634000,-0.435000
2025-11-13T04:38:25.189927,0.413000,0.591000,0.768000,-5.076000,3.168000,0.962000,-0.182000,0.198000,1.106000,-5.282000,3.580000,-2.145000,0.839000,0.522000,-0.134000,1.519000,0.191000,5.557000,0.865000,0.518000,0.125000,-7.260000,0.496000,5.038000,0.685000,0.575000,0.470000,-3.031000,1.153000,3.893000
2025-11-13T04:38:25.190025,0.408000,0.576000,0.752000,-4.069000,3.695000,2.305000,-0.196000,0.185000,1.082000,-6.489000,3.344000,-0.046000,0.830000,0.517000,-0.137000,2.962000,0.580000,4.626000,0.860000,0.518000,0.119000,-5.405000,0.809000,5.076000,0.672000,0.571000,0.469000,-1.344000,1.870000,4.214000
2025-11-13T04:38:25.190129,0.403000,0.568000,0.748000,-2.840000,4.412000,3.305000,-0.195000,0.186000,1.065000,-4.893000,3.267000,0.305000,0.824000,0.523000,-0.127000,4.084000,1.481000,3.382000,0.848000,0.524000,0.131000,-3.702000,1.550000,4.267000,0.668000,0.577000,0.472000,-0.031000,2.687000,4.046000
2025-11-13T04:38:25.190219,0.393000,0.570000,0.739000,-1.252000,5.275000,3.565000,-0.189000,0.180000,1.054000,-3.244000,3.481000,1.443000,0.828000,0.533000,-0.107000,3.679000,2.702000,2.061000,0.845000,0.533000,0.153000,-3.626000,3.206000,2.878000,0.660000,0.585000,0.485000,1.214000,4.046000,2.992000
2025-11-13T04:38:25.266424,0.375000,0.587000,0.759000,-0.893000,7.977000,1.618000,-0.214000,0.196000,1.060000,-1.824000,4.939000,2.687000,0.823000,0.533000,-0.116000,2.122000,4.237000,1.985000,0.835000,0.540000,0.154000,-5.160000,4.435000,2.695000,0.646000,0.595000,0.482000,0.183000,4.901000,2.221000
2025-11-13T04:38:25.266552,0.367000,0.595000,0.756000,-1.130000,7.321000,1.771000,-0.211000,0.204000,1.075000,-1.382000,4.664000,1.901000,0.819000,0.540000,-0.115000,2.351000,3.740000,2.015000,0.842000,0.543000,0.154000,-4.511000,3.702000,2.565000,0.655000,0.599000,0.480000,0.412000,4.763000,2.557000
2025-11-13T04:38:25.266665,0.381000,0.598000,0.753000,-0.947000,7.275000,1.992000,-0.205000,0.212000,1.077000,-2.069000,4.893000,1.611000,0.826000,0.542000,-0.117000,3.382000,3.695000,2.275000,0.850000,0.544000,0.146000,-4.397000,3.840000,3.145000,0.661000,0.609000,0.485000,0.130000,5.260000,3.550000
2025-11-13T04:38:25.266758,0.380000,0.609000,0.755000,-1.298000,7.496000,3.382000,-0.206000,0.218000,1.073000,-2.763000,4.183000,1.885000,0.822000,0.545000,-0.123000,4.038000,2.985000,2.924000,0.838000,0.553000,0.141000,-3.733000,3.031000,4.328000,0.647000,0.612000,0.485000,-0.145000,4.298000,4.099000
2025-11-13T04:38:25.346479,0.365000,0.613000,0.751000,-0.817000,7.695000,4.786000,-0.201000,0.222000,1.070000,-4.168000,4.137000,3.611000,0.816000,0.554000,-0.109000,5.298000,3.802000,2.802000,0.832000,0.559000,0.152000,-2.099000,3.695000,4.427000,0.634000,0.612000,0.483000,1.107000,4.580000,5.153000
2025-11-13T04:38:25.346592,0.351000,0.603000,0.744000,-0.809000,7.023000,4.786000,-0.211000,0.222000,1.063000,-3.985000,3.931000,3.733000,0.807000,0.553000,-0.102000,5.450000,3.130000,2.466000,0.823000,0.551000,0.159000,-1.977000,2.985000,4.053000,0.633000,0.613000,0.478000,1.756000,3.939000,4.832000
2025-11-13T04:38:25.346701,0.362000,0.604000,0.743000,-0.038000,6.634000,4.756000,-0.208000,0.221000,1.064000,-3.893000,3.496000,3.557000,0.820000,0.547000,-0.094000,5.687000,2.985000,1.878000,0.829000,0.553000,0.160000,-1.695000,3.046000,3.969000,0.636000,0.612000,0.475000,2.076000,4.191000,5.229000
2025-11-13T04:38:25.346792,0.363000,0.609000,0.740000,-0.130000,7.000000,5.145000,-0.194000,0.226000,1.060000,-5.611000,4.122000,4.763000,0.817000,0.547000,-0.100000,5.908000,3.420000,1.992000,0.828000,0.556000,0.159000,-1.817000,3.634000,4.069000,0.634000,0.613000,0.473000,2.069000,4.573000,5.282000
2025-11-13T04:38:25.421421,0.344000,0.594000,0.729000,0.908000,6.573000,4.977000,-0.208000,0.217000,1.042000,-3.267000,2.863000,4.046000,0.799000,0.558000,-0.089000,5.725000,3.435000,0.626000,0.808000,0.558000,0.161000,-1.305000,3.336000,2.450000,0.613000,0.608000,0.472000,3.489000,4.496000,3.809000
2025-11-13T04:38:25.421525,0.347000,0.593000,0.722000,1.695000,7.168000,3.809000,-0.198000,0.219000,1.030000,-2.092000,3.046000,4.763000,0.797000,0.556000,-0.089000,4.802000,3.489000,-0.710000,0.806000,0.557000,0.163000,-1.313000,4.153000,1.084000,0.609000,0.606000,0.471000,3.824000,4.435000,2.634000
2025-11-13T04:38:25.421631,0.341000,0.594000,0.727000,2.466000,7.412000,3.252000,-0.210000,0.223000,1.027000,-0.656000,3.137000,5.519000,0.801000,0.557000,-0.085000,4.183000,3.878000,-1.206000,0.807000,0.558000,0.173000,-1.763000,4.313000,0.298000,0.616000,0.610000,0.476000,3.939000,4.985000,1.656000
